cluster_label|counts|span_score_mean|span_score_min|span_score_max|span_score_median|span_score_std|accessibility_mean|accessibility_min|accessibility_max|accessibility_median|accessibility_std|content_gen_mean|content_gen_min|content_gen_max|content_gen_median|content_gen_std|automation_mean|automation_min|automation_max|automation_median|automation_std
natural|6|0.9722294|0.8364988|0.99999964|0.99982667|0.06650273673278535|0.08305610084462689|0.07119085545114273|0.10476396086075454|0.07763296622230209|0.013295403815435793|0.04655769339591998|0.013929372443778298|0.16939361703862574|0.021663108722841405|0.060819631178689264|0.005588864620897245|0.0029127893093808957|0.011533272331386752|0.004729987229954933|0.003088789562037925
Communication 1|6|0.96964145|0.81810397|0.9999988|0.99994665|0.07423791382352363|0.12454730352963096|0.08325245782667984|0.2823875119174987|0.08840225290291807|0.07852690943519593|0.033141310059634214|0.004371903280245548|0.10856122333775978|0.021589066298677986|0.037633556216154|0.008979380071478589|0.0017570028474135839|0.018184189275558697|0.008297227330933757|0.0059063509499599
data storage|6|0.99982333|0.999466|0.9999796|0.99992204|0.0002002056721450182|0.10054270508362613|0.06491297831452007|0.14593724252565968|0.09335684076420005|0.02815325487738262|0.01704005647978916|0.007956055465642984|0.0336816484634685|0.016444124268566923|0.009536654487611087|0.00789867073315475|0.0024439505266974733|0.013950070871170443|0.007403276892808937|0.004119260121224244
News Classification|6|0.9458005|0.675632|0.99999964|0.99996966|0.13235533528930005|0.17757083902936346|0.09935710520393225|0.2545573321098229|0.18162954792091862|0.06925661301033846|0.04477236884516742|0.010102797342806804|0.12695091029286512|0.033256745732140505|0.04242945357561053|0.0059989683052321845|0.00221306588927839|0.014374434107536214|0.00464753122162364|0.004449244350714604
Data Filtering Networks|6|0.9938476|0.9639905|0.9999492|0.999835|0.01462779633969357|0.07930474106796391|0.05810020282932745|0.11862040458252934|0.07453579289921658|0.02174517444441426|0.13053753263841977|0.023758403487782992|0.5|0.028135195435117968|0.19069290121400678|0.016698909255558184|0.003818028051666059|0.05095814941347386|0.011125412943229055|0.01744022422089954
forcement Learning|6|0.9995406|0.9979728|0.9999995|0.99991375|0.000797159036461206|0.07208453138168662|0.04837029844279303|0.08812453308865978|0.0755079145911603|0.01578069782275349|0.021754940799411097|0.012038641001246412|0.03539773825779443|0.020242299979966107|0.008631862683961544|0.015821997915292336|0.0035887865418731246|0.04782928051474098|0.008536913439995117|0.016895096008215173
figure 2a|6|0.98880416|0.93494624|0.9999765|0.9994512|0.02638603855896567|0.11031264828383995|0.05318972827907803|0.1513470035959603|0.11150941713911594|0.038141273186742757|0.02651264540799347|0.008738409792763049|0.04075186183822056|0.025462414848881395|0.012148549961860254|0.004938330102283551|0.0016279898398428483|0.011585443189920042|0.0031448773446177804|0.00394021430437883
distributional learning|6|0.99984354|0.99959594|0.9999995|0.9998692|0.0001725803446088109|0.08030431051705349|0.060810508483691475|0.10679483494493892|0.07926375905840703|0.017145485258857434|0.04298644611315721|0.009818299890562987|0.11312710463382351|0.028267959226093143|0.0397570406446081|0.004468882034782212|0.002232010284317223|0.007225934202638823|0.0038223221162679098|0.0019238286277504966
IME|6|0.99587244|0.9809303|0.9999975|0.9994427|0.007522577174615503|0.17299061794686585|0.09378969571890873|0.4191133010028932|0.12322240275404178|0.12538235790942376|0.03177861558022249|0.013380313421479856|0.070435958922569|0.026489860954355283|0.02037727620227988|0.01819650273423649|0.004278257758915488|0.07318008673641799|0.0077564386913435935|0.027005644957600383
Industrial Classification|6|0.99998784|0.99995816|0.99999774|0.99999607|1.5707967031073033e-05|0.1474197200053792|0.11617692547574546|0.19664661419975715|0.141891805486975|0.029374264960871675|0.02958422041999049|0.016035904022752685|0.04257719528427794|0.02782409677284371|0.00915671960722463|0.0061366270728075946|0.004406592186147282|0.007280587287444998|0.006174331456123603|0.0010970812531333836
R+ 3|6|0.92325336|0.5417617|0.99992454|0.9994515|0.18689220626776204|0.07731399165133922|0.044242760785371135|0.08787891477007671|0.0825947530201172|0.016530018097802857|0.029870901248077873|0.01141327124482676|0.05443591313933782|0.02753785312974226|0.014105827696223686|0.004996426502443284|0.0039760559793663|0.006072359768805096|0.004837004572432529|0.0007575372365464355
commercial stage|5|0.9626511|0.8142572|0.9999994|0.99970895|0.08295513442251215|0.10667033766818661|0.024474928270790855|0.21876921854093762|0.09353657018324575|0.07318181855617104|0.03246374819699027|0.004154694336824119|0.08550572126281158|0.021525332139702664|0.03145089796468285|0.026275885382096527|0.004441614259720084|0.10389450182818726|0.006643005169703686|0.04344741556036366
manual intervention|5|0.9996501|0.99923885|0.99999464|0.9996119|0.0003390101507654832|0.1957192176315174|0.02704483673922959|0.3555846215230523|0.1850105388332966|0.15563562373468282|0.01433867150512282|0.010358584317204185|0.025767349118619255|0.01146410060867369|0.006490063914683279|0.11139994739290242|0.002346072484330932|0.5270973585850142|0.00896448801513952|0.232420180532524
trustworthy sources|5|0.9995829|0.99916184|0.99999535|0.9994553|0.0003539163549151061|0.14644392142131651|0.09738199424715854|0.19652987767583263|0.15517749445298076|0.046530831782975395|0.042198728057067196|0.028761628923561246|0.05302318525950442|0.049588648163764924|0.012130111809257101|0.006507005351866174|0.0033350722213793043|0.008356417818256233|0.006916785901345491|0.0019291048296108469
visual RL|4|0.99950045|0.99893636|0.999915|0.99957526|0.0004913367919346048|0.06766058583283825|0.06586434442017892|0.07108374963865301|0.06684712463626055|0.002437608288682195|0.07468968441544849|0.017438109846430135|0.10493439182196904|0.0881931179966974|0.039736396369586736|0.00629140657124958|0.002351697969006441|0.01377960964190361|0.0045171593370441345|0.0052080210982383265
data visualizations|4|0.9999492|0.9998424|0.99999976|0.9999773|7.406190720679052e-05|0.1260685231443069|0.0801971917169268|0.21552070301945417|0.10427809892042327|0.0608410038695352|0.036822081954788255|0.016658387846362255|0.0755204579992824|0.027554740986754176|0.02729202659941078|0.08785608524559088|0.0056278396168078565|0.31330380832119004|0.01624634652218283|0.1505812921182625
virtual reaction|3|0.9999347|0.9998721|0.99999857|0.9999335|6.324952527747816e-05|0.07974239486585305|0.07077657716854296|0.08668064407574617|0.08176996335327001|0.008143593280952448|0.024547508396415414|0.022998461648724395|0.026589569698796084|0.02405449384172577|0.0018456196168697104|0.0037606178836066596|0.0022789090824676082|0.006112943703067982|0.002890000865284388|0.002059960160399913
Gas Extraction|3|0.9999493|0.9998765|0.99999595|0.99997556|6.389673521027699e-05|0.10242226691367663|0.0713995528930544|0.11813600041235649|0.11773124743561901|0.02686722064425399|0.027430454482683272|0.026573584454940343|0.0285310238939014|0.02718675509920807|0.0010012164258688958|0.0038368080919958555|0.0034781582041874147|0.004508225688416075|0.0035240403833840758|0.0005819170775797764
methods|3|0.99726504|0.9922854|0.9999877|0.9995221|0.0043188177681397245|0.17996311774128892|0.03971816287442674|0.3935344396079878|0.10663675074145229|0.1879602524297252|0.10724671266427938|0.00922080263718343|0.29880219226434546|0.013717143091309237|0.16590714449045996|0.002711320446302926|0.0026462213757665115|0.002816966151667845|0.0026707738114744215|9.231179134507271e-05
diffusion models|3|0.99973696|0.9995977|0.99999404|0.999619|0.000222921788479574|0.08179709632861654|0.06872208755060712|0.08858916001163317|0.08808004142360931|0.011326150773450592|0.40393847494363117|0.23248638697920937|0.7082194352867065|0.27110960256497757|0.2642217162082336|0.00506490809071759|0.0025039683913714787|0.00828808565349712|0.00440267022728417|0.002948376225370263
emotion recognition systems|3|0.9999938|0.99998355|0.99999964|0.9999981|8.87795794098856e-06|0.10120360861084791|0.0757019021592773|0.12091580620877765|0.10699311746448875|0.023156275378915004|0.016091568101991045|0.011898340160253582|0.02310186834872789|0.013274495796991668|0.006109965895664271|0.005568809094482825|0.0037678581184212756|0.00893816852587724|0.004000400639149957|0.002920266467196374
forcing retailers|3|0.9996651|0.9994671|0.9998004|0.9997279|0.00017529997939170615|0.4905240053688657|0.3982299499588951|0.6699710951460129|0.4033709710016889|0.15542699587412825|0.01748776204121352|0.015478408417842666|0.01859687056878504|0.01838800713701285|0.0017432820973950537|0.005670780710479496|0.0021585969120637466|0.008486298869505166|0.006367446349869576|0.0032208632810757556
simulator|3|0.99996805|0.99993634|0.99999905|0.99996877|3.1358161662844936e-05|0.0885758204054971|0.06546444869523384|0.10702738364734493|0.09323562887391253|0.02116966583770494|0.04716197866674585|0.021017825738521623|0.08525909898393032|0.03520901127778564|0.0337474498162302|0.006885763798049778|0.003090840787078387|0.012478724651705873|0.005087725955365073|0.004945482375535068
spam filters|2|0.99998766|0.99997616|0.99999917|0.99998766|1.6268683525205096e-05|0.11160344587413086|0.08704507280145005|0.13616181894681167|0.11160344587413086|0.034730784269203424|0.053324099093163976|0.019157206816097498|0.08749099137023045|0.053324099093163976|0.04831928244236797|0.013707447936481675|0.0038857502933430503|0.023529145579620298|0.013707447936481675|0.013889978012454505
CASCI calculations|2|0.9999163|0.99985766|0.99997497|0.9999163|8.294499786943946e-05|0.0715778041297525|0.06159515288049319|0.0815604553790118|0.0715778041297525|0.014117600785143226|0.043269404069501693|0.01651641050536149|0.07002239763364189|0.043269404069501693|0.0378344463324872|0.0029188503870869777|0.0027623232652173816|0.0030753775089565733|0.0029188503870869777|0.0002213627786272086
scraping|2|0.9998449|0.9997818|0.9999081|0.9998449|8.930917199458445e-05|0.128790435963332|0.1231707426091405|0.13441012931752352|0.128790435963332|0.00794744655787558|0.07262965445361967|0.02704194970564196|0.11821735920159739|0.07262965445361967|0.06447075033205042|0.011652250384606409|0.005895139475853082|0.017409361293359734|0.011652250384606409|0.008141784327245046
AM radio|2|0.9999901|0.9999871|0.9999931|0.9999901|4.214684851089403e-06|0.0773913522127179|0.07011124614273047|0.08467145828270532|0.0773913522127179|0.010295624739690912|0.022404492350852324|0.017168088456539988|0.02764089624516466|0.022404492350852324|0.007405393405399798|0.0062914999509037185|0.0032286613744138344|0.009354338527393603|0.0062914999509037185|0.004331507854231498
